.entry _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1,
.param .u64 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_2,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_4,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6,
.param .u32 _Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_7
)
{
.reg .pred %p<101>;
.reg .b16 %rs<85>;
.reg .f32 %f<1105>;
.reg .b32 %r<5230>;
.reg .b64 %rd<421>;

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs[16384];

	.shared .align 4 .b8 _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds[2048];

ld.param.u64 %rd38, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_0];
ld.param.u64 %rd39, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_1];
ld.param.u32 %r88, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_3];
ld.param.u32 %r85, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_5];
ld.param.u32 %r86, [_Z12mul_mat_q5_0ILb0EEvPKvS1_Pfiiiii_param_6];
ld.shared.u32 %r2650, [%r2940+13844];
ld.shared.u32 %r2654, [%r2940+13832];
ld.shared.u32 %r2658, [%r2940+13848];
ld.shared.u32 %r2662, [%r2940+13836];
ld.shared.u32 %r2666, [%r2940+13852];

	dp4a.s32.s32 %r2604, %r877, %r2638, %r2895;

	
	dp4a.s32.s32 %r2608, %r2865, %r2642, %r2604;

	
	dp4a.s32.s32 %r2612, %r2869, %r2646, %r2608;

	
	dp4a.s32.s32 %r2616, %r2873, %r2650, %r2612;

	
	dp4a.s32.s32 %r2620, %r2877, %r2654, %r2616;

	
	dp4a.s32.s32 %r2624, %r2881, %r2658, %r2620;

	
	dp4a.s32.s32 %r2628, %r2885, %r2662, %r2624;

	
	dp4a.s32.s32 %r2632, %r2889, %r2666, %r2628;

	ld.shared.f32 %f658, [%r2932+1728];
mul.ftz.f32 %f659, %f522, %f658;
cvt.rn.f32.s32 %f660, %r2632;
fma.rn.ftz.f32 %f949, %f659, %f660, %f949;

	dp4a.s32.s32 %r2636, %r2893, %r2638, %r2895;

	
	dp4a.s32.s32 %r2640, %r2897, %r2642, %r2636;

	
	dp4a.s32.s32 %r2644, %r2901, %r2646, %r2640;

	
	dp4a.s32.s32 %r2648, %r2905, %r2650, %r2644;

	
	dp4a.s32.s32 %r2652, %r2909, %r2654, %r2648;

	
	dp4a.s32.s32 %r2656, %r2913, %r2658, %r2652;

	
	dp4a.s32.s32 %r2660, %r2917, %r2662, %r2656;

	
	dp4a.s32.s32 %r2664, %r2921, %r2666, %r2660;

	mul.ftz.f32 %f661, %f525, %f658;
cvt.rn.f32.s32 %f662, %r2664;
fma.rn.ftz.f32 %f917, %f661, %f662, %f917;
ld.shared.u32 %r2702, [%r2940+14336];
ld.shared.u32 %r2706, [%r2940+14352];
ld.shared.u32 %r2710, [%r2940+14340];
ld.shared.u32 %r2714, [%r2940+14356];
ld.shared.u32 %r2718, [%r2940+14344];
ld.shared.u32 %r2722, [%r2940+14360];
ld.shared.u32 %r2726, [%r2940+14348];
ld.shared.u32 %r2730, [%r2940+14364];

	dp4a.s32.s32 %r2668, %r877, %r2702, %r2895;

	
	dp4a.s32.s32 %r2672, %r2865, %r2706, %r2668;

	
	dp4a.s32.s32 %r2676, %r2869, %r2710, %r2672;

	
	dp4a.s32.s32 %r2680, %r2873, %r2714, %r2676;

	
	dp4a.s32.s32 %r2684, %r2877, %r2718, %r2680;

	
	dp4a.s32.s32 %r2688, %r2881, %r2722, %r2684;

	
	dp4a.s32.s32 %r2692, %r2885, %r2726, %r2688;

	
	dp4a.s32.s32 %r2696, %r2889, %r2730, %r2692;

	ld.shared.f32 %f663, [%r2932+1792];
mul.ftz.f32 %f664, %f522, %f663;
cvt.rn.f32.s32 %f665, %r2696;
fma.rn.ftz.f32 %f948, %f664, %f665, %f948;

	dp4a.s32.s32 %r2700, %r2893, %r2702, %r2895;

	
	dp4a.s32.s32 %r2704, %r2897, %r2706, %r2700;

	
	dp4a.s32.s32 %r2708, %r2901, %r2710, %r2704;

	
	dp4a.s32.s32 %r2712, %r2905, %r2714, %r2708;

	
	dp4a.s32.s32 %r2716, %r2909, %r2718, %r2712;

	
	dp4a.s32.s32 %r2720, %r2913, %r2722, %r2716;

	
	dp4a.s32.s32 %r2724, %r2917, %r2726, %r2720;

	
	dp4a.s32.s32 %r2728, %r2921, %r2730, %r2724;

	mul.ftz.f32 %f666, %f525, %f663;
cvt.rn.f32.s32 %f667, %r2728;
fma.rn.ftz.f32 %f916, %f666, %f667, %f916;
ld.shared.u32 %r2766, [%r2940+14848];
ld.shared.u32 %r2770, [%r2940+14864];
ld.shared.u32 %r2774, [%r2940+14852];
ld.shared.u32 %r2778, [%r2940+14868];
ld.shared.u32 %r2782, [%r2940+14856];
ld.shared.u32 %r2786, [%r2940+14872];
ld.shared.u32 %r2790, [%r2940+14860];
ld.shared.u32 %r2794, [%r2940+14876];

	dp4a.s32.s32 %r2732, %r877, %r2766, %r2895;

	
	dp4a.s32.s32 %r2736, %r2865, %r2770, %r2732;

	
	dp4a.s32.s32 %r2740, %r2869, %r2774, %r2736;

	
	dp4a.s32.s32 %r2744, %r2873, %r2778, %r2740;

	
	dp4a.s32.s32 %r2748, %r2877, %r2782, %r2744;

	
	dp4a.s32.s32 %r2752, %r2881, %r2786, %r2748;

	
	dp4a.s32.s32 %r2756, %r2885, %r2790, %r2752;

	
	dp4a.s32.s32 %r2760, %r2889, %r2794, %r2756;

	ld.shared.f32 %f668, [%r2932+1856];
mul.ftz.f32 %f669, %f522, %f668;
cvt.rn.f32.s32 %f670, %r2760;
fma.rn.ftz.f32 %f947, %f669, %f670, %f947;

	dp4a.s32.s32 %r2764, %r2893, %r2766, %r2895;

	
	dp4a.s32.s32 %r2768, %r2897, %r2770, %r2764;

	
	dp4a.s32.s32 %r2772, %r2901, %r2774, %r2768;

	
	dp4a.s32.s32 %r2776, %r2905, %r2778, %r2772;

	
	dp4a.s32.s32 %r2780, %r2909, %r2782, %r2776;

	
	dp4a.s32.s32 %r2784, %r2913, %r2786, %r2780;

	
	dp4a.s32.s32 %r2788, %r2917, %r2790, %r2784;

	
	dp4a.s32.s32 %r2792, %r2921, %r2794, %r2788;

	mul.ftz.f32 %f671, %f525, %f668;
cvt.rn.f32.s32 %f672, %r2792;
fma.rn.ftz.f32 %f915, %f671, %f672, %f915;
ld.shared.u32 %r2830, [%r2940+15360];
ld.shared.u32 %r2834, [%r2940+15376];
ld.shared.u32 %r2838, [%r2940+15364];
ld.shared.u32 %r2842, [%r2940+15380];
ld.shared.u32 %r2846, [%r2940+15368];
ld.shared.u32 %r2850, [%r2940+15384];
ld.shared.u32 %r2854, [%r2940+15372];
ld.shared.u32 %r2858, [%r2940+15388];

	dp4a.s32.s32 %r2796, %r877, %r2830, %r2895;

	
	dp4a.s32.s32 %r2800, %r2865, %r2834, %r2796;

	
	dp4a.s32.s32 %r2804, %r2869, %r2838, %r2800;

	
	dp4a.s32.s32 %r2808, %r2873, %r2842, %r2804;

	
	dp4a.s32.s32 %r2812, %r2877, %r2846, %r2808;

	
	dp4a.s32.s32 %r2816, %r2881, %r2850, %r2812;

	
	dp4a.s32.s32 %r2820, %r2885, %r2854, %r2816;

	
	dp4a.s32.s32 %r2824, %r2889, %r2858, %r2820;

	ld.shared.f32 %f673, [%r2932+1920];
mul.ftz.f32 %f674, %f522, %f673;
cvt.rn.f32.s32 %f675, %r2824;
fma.rn.ftz.f32 %f946, %f674, %f675, %f946;

	dp4a.s32.s32 %r2828, %r2893, %r2830, %r2895;

	
	dp4a.s32.s32 %r2832, %r2897, %r2834, %r2828;

	
	dp4a.s32.s32 %r2836, %r2901, %r2838, %r2832;

	
	dp4a.s32.s32 %r2840, %r2905, %r2842, %r2836;

	
	dp4a.s32.s32 %r2844, %r2909, %r2846, %r2840;

	
	dp4a.s32.s32 %r2848, %r2913, %r2850, %r2844;

	
	dp4a.s32.s32 %r2852, %r2917, %r2854, %r2848;

	
	dp4a.s32.s32 %r2856, %r2921, %r2858, %r2852;

	mul.ftz.f32 %f676, %f525, %f673;
cvt.rn.f32.s32 %f677, %r2856;
fma.rn.ftz.f32 %f914, %f676, %f677, %f914;
ld.shared.u32 %r2894, [%r2940+15872];
ld.shared.u32 %r2898, [%r2940+15888];
ld.shared.u32 %r2902, [%r2940+15876];
ld.shared.u32 %r2906, [%r2940+15892];
ld.shared.u32 %r2910, [%r2940+15880];
ld.shared.u32 %r2914, [%r2940+15896];
ld.shared.u32 %r2918, [%r2940+15884];
ld.shared.u32 %r2922, [%r2940+15900];

	dp4a.s32.s32 %r2860, %r877, %r2894, %r2895;

	
	dp4a.s32.s32 %r2864, %r2865, %r2898, %r2860;

	
	dp4a.s32.s32 %r2868, %r2869, %r2902, %r2864;

	
	dp4a.s32.s32 %r2872, %r2873, %r2906, %r2868;

	
	dp4a.s32.s32 %r2876, %r2877, %r2910, %r2872;

	
	dp4a.s32.s32 %r2880, %r2881, %r2914, %r2876;

	
	dp4a.s32.s32 %r2884, %r2885, %r2918, %r2880;

	
	dp4a.s32.s32 %r2888, %r2889, %r2922, %r2884;

	ld.shared.f32 %f678, [%r2932+1984];
mul.ftz.f32 %f679, %f522, %f678;
cvt.rn.f32.s32 %f680, %r2888;
fma.rn.ftz.f32 %f945, %f679, %f680, %f945;

	dp4a.s32.s32 %r2892, %r2893, %r2894, %r2895;

	
	dp4a.s32.s32 %r2896, %r2897, %r2898, %r2892;

	
	dp4a.s32.s32 %r2900, %r2901, %r2902, %r2896;

	
	dp4a.s32.s32 %r2904, %r2905, %r2906, %r2900;

	
	dp4a.s32.s32 %r2908, %r2909, %r2910, %r2904;

	
	dp4a.s32.s32 %r2912, %r2913, %r2914, %r2908;

	
	dp4a.s32.s32 %r2916, %r2917, %r2918, %r2912;

	
	dp4a.s32.s32 %r2920, %r2921, %r2922, %r2916;

	mul.ftz.f32 %f681, %f525, %f678;
cvt.rn.f32.s32 %f682, %r2920;
fma.rn.ftz.f32 %f913, %f681, %f682, %f913;
add.s32 %r5228, %r5228, 4;
setp.lt.u32 %p2, %r5228, 16;
@%p2 bra $L__BB45_4;

and.b32 %r5226, %r100, 3;
add.s32 %r5225, %r5227, %r5226;
add.s32 %r5224, %r5225, %r36;
mul.wide.s32 %rd420, %r5224, 36;
add.s64 %rd419, %rd42, %rd420;
and.b32 %r5223, %r100, 3;
add.s32 %r5222, %r5227, %r5223;
add.s32 %r5221, %r5222, %r35;
mul.wide.s32 %rd418, %r5221, 36;
add.s64 %rd417, %rd42, %rd418;
add.s32 %r5220, %r5222, %r34;
mul.wide.s32 %rd416, %r5220, 36;
add.s64 %rd415, %rd42, %rd416;
and.b32 %r5200, %r100, 3;
add.s32 %r5199, %r5227, %r5200;
add.s32 %r5198, %r5199, %r37;
mul.wide.s32 %rd412, %r5198, 36;
add.s64 %rd411, %rd42, %rd412;
bfi.b32 %r5197, %r103, %r5200, 2, 30;
shl.b32 %r5196, %r5197, 2;
mov.u32 %r5195, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds;
add.s32 %r5194, %r5195, %r5196;
shl.b32 %r5193, %r100, 2;
and.b32 %r5192, %r5193, 28;
cvt.u64.u32 %rd410, %r5192;
add.s32 %r5191, %r100, 32;
mov.u32 %r5190, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs;
bar.sync 0;
shr.u32 %r2964, %r5191, 3;
add.s32 %r2965, %r2964, %r5227;
add.s32 %r2966, %r2965, %r2;
mul.wide.s32 %rd250, %r2966, 36;
add.s64 %rd251, %rd42, %rd250;
add.s64 %rd252, %rd251, %rd410;
ld.global.nc.u32 %r2969, [%rd252+4];
and.b32 %r2971, %r5191, 31;
bfi.b32 %r2972, %r99, %r2971, 5, 27;
shl.b32 %r2973, %r2972, 2;
add.s32 %r2975, %r5190, %r2973;
st.shared.u32 [%r2975], %r2969;
add.s32 %r2976, %r2965, %r3;
mul.wide.s32 %rd253, %r2976, 36;
add.s64 %rd254, %rd42, %rd253;
add.s64 %rd255, %rd254, %rd410;
ld.global.nc.u32 %r2977, [%rd255+4];
st.shared.u32 [%r2975+512], %r2977;
add.s32 %r2978, %r2965, %r4;
mul.wide.s32 %rd256, %r2978, 36;
add.s64 %rd257, %rd42, %rd256;
add.s64 %rd258, %rd257, %rd410;
ld.global.nc.u32 %r2979, [%rd258+4];
st.shared.u32 [%r2975+1024], %r2979;
add.s32 %r2980, %r2965, %r5;
mul.wide.s32 %rd259, %r2980, 36;
add.s64 %rd260, %rd42, %rd259;
add.s64 %rd261, %rd260, %rd410;
ld.global.nc.u32 %r2981, [%rd261+4];
st.shared.u32 [%r2975+1536], %r2981;
add.s32 %r2982, %r2965, %r6;
mul.wide.s32 %rd262, %r2982, 36;
add.s64 %rd263, %rd42, %rd262;
add.s64 %rd264, %rd263, %rd410;
ld.global.nc.u32 %r2983, [%rd264+4];
st.shared.u32 [%r2975+2048], %r2983;
add.s32 %r2984, %r2965, %r7;
mul.wide.s32 %rd265, %r2984, 36;
add.s64 %rd266, %rd42, %rd265;
add.s64 %rd267, %rd266, %rd410;
ld.global.nc.u32 %r2985, [%rd267+4];
st.shared.u32 [%r2975+2560], %r2985;
add.s32 %r2986, %r2965, %r8;
mul.wide.s32 %rd268, %r2986, 36;
add.s64 %rd269, %rd42, %rd268;
add.s64 %rd270, %rd269, %rd410;
ld.global.nc.u32 %r2987, [%rd270+4];
st.shared.u32 [%r2975+3072], %r2987;
add.s32 %r2988, %r2965, %r9;
mul.wide.s32 %rd271, %r2988, 36;
add.s64 %rd272, %rd42, %rd271;
add.s64 %rd273, %rd272, %rd410;
ld.global.nc.u32 %r2989, [%rd273+4];
st.shared.u32 [%r2975+3584], %r2989;
add.s32 %r2990, %r2965, %r10;
mul.wide.s32 %rd274, %r2990, 36;
add.s64 %rd275, %rd42, %rd274;
add.s64 %rd276, %rd275, %rd410;
ld.global.nc.u32 %r2991, [%rd276+4];
st.shared.u32 [%r2975+4096], %r2991;
add.s32 %r2992, %r2965, %r11;
mul.wide.s32 %rd277, %r2992, 36;
add.s64 %rd278, %rd42, %rd277;
add.s64 %rd279, %rd278, %rd410;
ld.global.nc.u32 %r2993, [%rd279+4];
st.shared.u32 [%r2975+4608], %r2993;
add.s32 %r2994, %r2965, %r12;
mul.wide.s32 %rd280, %r2994, 36;
add.s64 %rd281, %rd42, %rd280;
add.s64 %rd282, %rd281, %rd410;
ld.global.nc.u32 %r2995, [%rd282+4];
st.shared.u32 [%r2975+5120], %r2995;
add.s32 %r2996, %r2965, %r13;
mul.wide.s32 %rd283, %r2996, 36;
add.s64 %rd284, %rd42, %rd283;
add.s64 %rd285, %rd284, %rd410;
ld.global.nc.u32 %r2997, [%rd285+4];
st.shared.u32 [%r2975+5632], %r2997;
add.s32 %r2998, %r2965, %r14;
mul.wide.s32 %rd286, %r2998, 36;
add.s64 %rd287, %rd42, %rd286;
add.s64 %rd288, %rd287, %rd410;
ld.global.nc.u32 %r2999, [%rd288+4];
st.shared.u32 [%r2975+6144], %r2999;
add.s32 %r3000, %r2965, %r15;
mul.wide.s32 %rd289, %r3000, 36;
add.s64 %rd290, %rd42, %rd289;
add.s64 %rd291, %rd290, %rd410;
ld.global.nc.u32 %r3001, [%rd291+4];
st.shared.u32 [%r2975+6656], %r3001;
add.s32 %r3002, %r2965, %r16;
mul.wide.s32 %rd292, %r3002, 36;
add.s64 %rd293, %rd42, %rd292;
add.s64 %rd294, %rd293, %rd410;
ld.global.nc.u32 %r3003, [%rd294+4];
st.shared.u32 [%r2975+7168], %r3003;
add.s32 %r3004, %r2965, %r17;
mul.wide.s32 %rd295, %r3004, 36;
add.s64 %rd296, %rd42, %rd295;
add.s64 %rd297, %rd296, %rd410;
ld.global.nc.u32 %r3005, [%rd297+4];
st.shared.u32 [%r2975+7680], %r3005;
add.s32 %r3006, %r2965, %r18;
mul.wide.s32 %rd298, %r3006, 36;
add.s64 %rd299, %rd42, %rd298;
add.s64 %rd300, %rd299, %rd410;
ld.global.nc.u32 %r3007, [%rd300+4];
st.shared.u32 [%r2975+8192], %r3007;
add.s32 %r3008, %r2965, %r19;
mul.wide.s32 %rd301, %r3008, 36;
add.s64 %rd302, %rd42, %rd301;
add.s64 %rd303, %rd302, %rd410;
ld.global.nc.u32 %r3009, [%rd303+4];
st.shared.u32 [%r2975+8704], %r3009;
add.s32 %r3010, %r2965, %r20;
mul.wide.s32 %rd304, %r3010, 36;
add.s64 %rd305, %rd42, %rd304;
add.s64 %rd306, %rd305, %rd410;
ld.global.nc.u32 %r3011, [%rd306+4];
st.shared.u32 [%r2975+9216], %r3011;
add.s32 %r3012, %r2965, %r21;
mul.wide.s32 %rd307, %r3012, 36;
add.s64 %rd308, %rd42, %rd307;
add.s64 %rd309, %rd308, %rd410;
ld.global.nc.u32 %r3013, [%rd309+4];
st.shared.u32 [%r2975+9728], %r3013;
add.s32 %r3014, %r2965, %r22;
mul.wide.s32 %rd310, %r3014, 36;
add.s64 %rd311, %rd42, %rd310;
add.s64 %rd312, %rd311, %rd410;
ld.global.nc.u32 %r3015, [%rd312+4];
st.shared.u32 [%r2975+10240], %r3015;
add.s32 %r3016, %r2965, %r23;
mul.wide.s32 %rd313, %r3016, 36;
add.s64 %rd314, %rd42, %rd313;
add.s64 %rd315, %rd314, %rd410;
ld.global.nc.u32 %r3017, [%rd315+4];
st.shared.u32 [%r2975+10752], %r3017;
add.s32 %r3018, %r2965, %r24;
mul.wide.s32 %rd316, %r3018, 36;
add.s64 %rd317, %rd42, %rd316;
add.s64 %rd318, %rd317, %rd410;
ld.global.nc.u32 %r3019, [%rd318+4];
st.shared.u32 [%r2975+11264], %r3019;
add.s32 %r3020, %r2965, %r25;
mul.wide.s32 %rd319, %r3020, 36;
add.s64 %rd320, %rd42, %rd319;
add.s64 %rd321, %rd320, %rd410;
ld.global.nc.u32 %r3021, [%rd321+4];
st.shared.u32 [%r2975+11776], %r3021;
add.s32 %r3022, %r2965, %r26;
mul.wide.s32 %rd322, %r3022, 36;
add.s64 %rd323, %rd42, %rd322;
add.s64 %rd324, %rd323, %rd410;
ld.global.nc.u32 %r3023, [%rd324+4];
st.shared.u32 [%r2975+12288], %r3023;
add.s32 %r3024, %r2965, %r27;
mul.wide.s32 %rd325, %r3024, 36;
add.s64 %rd326, %rd42, %rd325;
add.s64 %rd327, %rd326, %rd410;
ld.global.nc.u32 %r3025, [%rd327+4];
st.shared.u32 [%r2975+12800], %r3025;
add.s32 %r3026, %r2965, %r28;
mul.wide.s32 %rd328, %r3026, 36;
add.s64 %rd329, %rd42, %rd328;
add.s64 %rd330, %rd329, %rd410;
ld.global.nc.u32 %r3027, [%rd330+4];
st.shared.u32 [%r2975+13312], %r3027;
add.s32 %r3028, %r2965, %r29;
mul.wide.s32 %rd331, %r3028, 36;
add.s64 %rd332, %rd42, %rd331;
add.s64 %rd333, %rd332, %rd410;
ld.global.nc.u32 %r3029, [%rd333+4];
st.shared.u32 [%r2975+13824], %r3029;
add.s32 %r3030, %r2965, %r30;
mul.wide.s32 %rd334, %r3030, 36;
add.s64 %rd335, %rd42, %rd334;
add.s64 %rd336, %rd335, %rd410;
ld.global.nc.u32 %r3031, [%rd336+4];
st.shared.u32 [%r2975+14336], %r3031;
add.s32 %r3032, %r2965, %r31;
mul.wide.s32 %rd337, %r3032, 36;
add.s64 %rd338, %rd42, %rd337;
add.s64 %rd339, %rd338, %rd410;
ld.global.nc.u32 %r3033, [%rd339+4];
st.shared.u32 [%r2975+14848], %r3033;
add.s32 %r3034, %r2965, %r32;
mul.wide.s32 %rd340, %r3034, 36;
add.s64 %rd341, %rd42, %rd340;
add.s64 %rd342, %rd341, %rd410;
ld.global.nc.u32 %r3035, [%rd342+4];
st.shared.u32 [%r2975+15360], %r3035;
add.s32 %r3036, %r2965, %r33;
mul.wide.s32 %rd343, %r3036, 36;
add.s64 %rd344, %rd42, %rd343;
add.s64 %rd345, %rd344, %rd410;
ld.global.nc.u32 %r3037, [%rd345+4];
st.shared.u32 [%r2975+15872], %r3037;
ld.global.nc.u32 %r2957, [%rd415+144];

	{.reg .f16 low,high;
mov.b32 {low,high}, %r2957;
mov.b16 %rs77, low;}

	
	{ cvt.f32.f16 %f683, %rs77;}


	st.shared.f32 [%r5194], %f683;
ld.global.nc.u32 %r2958, [%rd417+144];

	{.reg .f16 low,high;
mov.b32 {low,high}, %r2958;
mov.b16 %rs79, low;}

	
	{ cvt.f32.f16 %f684, %rs79;}


	st.shared.f32 [%r5194+512], %f684;
ld.global.nc.u32 %r2959, [%rd419+144];

	{.reg .f16 low,high;
mov.b32 {low,high}, %r2959;
mov.b16 %rs81, low;}

	
	{ cvt.f32.f16 %f685, %rs81;}


	st.shared.f32 [%r5194+1024], %f685;
ld.global.nc.u32 %r2960, [%rd411+144];

	{.reg .f16 low,high;
mov.b32 {low,high}, %r2960;
mov.b16 %rs83, low;}

	
	{ cvt.f32.f16 %f686, %rs83;}


	st.shared.f32 [%r5194+1536], %f686;
bar.sync 0;
mov.u32 %r5229, 16;

$L__BB45_6:
mul.lo.s32 %r5219, %r100, 65;
add.s32 %r5210, %r100, 32;
shl.b32 %r5209, %r5210, 3;
shr.u32 %r5208, %r5210, 2;
shl.b32 %r5207, %r100, 3;
cvt.u64.u32 %rd413, %r101;
shl.b32 %r5206, %r99, 2;
mov.u32 %r5205, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a619allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S2_S2_E9tile_x_ql;
mov.u32 %r5204, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a619allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S2_S2_E8tile_x_d;
mov.u32 %r5203, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_qs;
shl.b32 %r5202, %r99, 5;
mov.u32 %r5201, _ZZN43_INTERNAL_25a57f3b_12_ggml_cuda_cu_2317e5a69mul_mat_qILi32ELi2ELi4ELb0E10block_q5_0Li128ELi64ELi4EXadL_ZNS_19allocate_tiles_q5_0ILi64EEEvPPiPP7__half2S4_S4_EEXadL_ZNS_15load_tiles_q5_0ILi64ELi4ELb0EEEvPKvS3_S6_S3_S3_RKiSC_SC_SC_EELi4EXadL_ZNS_25vec_dot_q5_0_q8_1_mul_matEPSB_PKS5_SD_SD_SD_SF_SC_SC_SC_EEEEvSA_SA_PfiiiiiE9tile_y_ds;
shr.u32 %r5094, %r5229, 2;
and.b32 %r5095, %r5094, 3;
add.s32 %r5096, %r5206, %r5095;
shl.b32 %r5097, %r5096, 2;
add.s32 %r5099, %r5201, %r5097;
cvt.u32.u64 %r5100, %rd413;
add.s32 %r5101, %r5100, %r5094;
shl.b32 %r5102, %r5229, 1;
and.b32 %r5103, %r5102, 24;
add.s32 %r5104, %r5103, %r5202;
shl.b32 %r5105, %r5104, 2;
add.s32 %r5107, %r5203, %r5105;
ld.shared.u32 %r3048, [%r5107];
mov.u32 %r5065, 0;
ld.shared.u32 %r3052, [%r5107+16];
ld.shared.u32 %r3056, [%r5107+4];
ld.shared.u32 %r3060, [%r5107+20];
ld.shared.u32 %r3064, [%r5107+8];
ld.shared.u32 %r3068, [%r5107+24];
ld.shared.u32 %r3072, [%r5107+12];
ld.shared.u32 %r3076, [%r5107+28];
add.s32 %r5108, %r5101, %r5207;
add.s32 %r5109, %r5219, %r5102;
shl.b32 %r5110, %r5108, 2;
add.s32 %r5112, %r5204, %r5110;
shl.b32 %r5113, %r5109, 2;
add.s32 %r5115, %r5205, %r5113;
ld.shared.u32 %r3047, [%r5115];

	dp4a.s32.s32 %r3046, %r3047, %r3048, %r5065;

	ld.shared.u32 %r5035, [%r5115+4];

	dp4a.s32.s32 %r3050, %r5035, %r3052, %r3046;

	ld.shared.u32 %r5039, [%r5115+8];

	dp4a.s32.s32 %r3054, %r5039, %r3056, %r3050;

	ld.shared.u32 %r5043, [%r5115+12];

	dp4a.s32.s32 %r3058, %r5043, %r3060, %r3054;

	ld.shared.u32 %r5047, [%r5115+16];

	dp4a.s32.s32 %r3062, %r5047, %r3064, %r3058;

	ld.shared.u32 %r5051, [%r5115+20];

	dp4a.s32.s32 %r3066, %r5051, %r3068, %r3062;

	ld.shared.u32 %r5055, [%r5115+24];

